"Date","Price","Open","High","Low","Vol.","Change %"
"11/12/2021","7.17","7.20","7.20","7.16","4.89M","-0.28%"
"11/11/2021","7.19","7.18","7.20","7.17","1.92M","0.56%"
"11/10/2021","7.15","7.20","7.20","7.09","3.07M","0.00%"
"11/09/2021","7.15","7.08","7.20","7.08","3.81M","0.99%"
"11/08/2021","7.08","7.22","7.22","7.05","16.24M","-1.80%"
"11/05/2021","7.21","7.23","7.23","7.12","5.90M","0.00%"
"11/04/2021","7.21","7.22","7.22","7.11","4.18M","-0.14%"
"11/03/2021","7.22","7.21","7.24","7.08","6.07M","0.00%"
"11/02/2021","7.22","6.99","7.22","6.97","12.62M","3.29%"
"10/29/2021","6.99","7.03","7.03","6.96","5.40M","0.58%"
"10/28/2021","6.95","6.82","7.01","6.82","18.81M","1.76%"
"10/27/2021","6.83","6.83","6.87","6.82","12.97M","0.29%"
"10/26/2021","6.81","6.84","6.89","6.80","4.97M","-0.29%"
"10/25/2021","6.83","6.85","6.86","6.81","3.14M","-0.29%"
"10/22/2021","6.85","6.79","6.91","6.78","3.03M","0.88%"
"10/21/2021","6.79","6.73","6.79","6.69","9.38M","1.34%"
"10/20/2021","6.70","6.70","6.71","6.68","5.57M","0.30%"
"10/19/2021","6.68","6.70","6.72","6.66","9.60M","-0.30%"
"10/18/2021","6.70","6.75","6.80","6.69","12.84M","-0.74%"
"10/15/2021","6.75","6.65","6.87","6.65","11.86M","1.66%"
"10/14/2021","6.64","6.89","6.89","6.62","18.20M","-3.07%"
"10/13/2021","6.85","6.77","6.90","6.76","1.97M","1.48%"
"10/12/2021","6.75","6.90","6.96","6.75","11.46M","-1.46%"
"10/11/2021","6.85","6.96","7.02","6.85","5.50M","-1.44%"
"10/08/2021","6.95","6.90","7.00","6.85","4.43M","2.21%"
"10/07/2021","6.80","7.04","7.04","6.80","12.70M","-3.55%"
"10/06/2021","7.05","7.05","7.07","7.01","7.87M","0.28%"
"10/05/2021","7.03","7.00","7.05","6.99","6.85M","0.72%"
"10/04/2021","6.98","7.05","7.14","6.97","9.91M","-0.29%"
"10/01/2021","7.00","6.88","7.09","6.85","15.50M","1.74%"
"09/30/2021","6.88","6.75","6.89","6.75","12.43M","2.23%"
"09/29/2021","6.73","6.62","6.76","6.58","4.47M","1.97%"
"09/28/2021","6.60","6.60","6.77","6.60","11.11M","0.30%"
"09/27/2021","6.58","6.50","6.64","6.50","7.77M","1.39%"
"09/24/2021","6.49","6.48","6.55","6.47","10.23M","0.31%"
"09/23/2021","6.47","6.45","6.47","6.45","3.43M","0.31%"
"09/22/2021","6.45","6.45","6.46","6.45","4.38M","0.00%"
"09/21/2021","6.45","6.46","6.46","6.44","14.64M","-0.15%"
"09/20/2021","6.46","6.46","6.48","6.45","16.33M","0.16%"
"09/17/2021","6.45","6.46","6.46","6.45","12.39M","-0.15%"
"09/16/2021","6.46","6.45","6.49","6.45","23.73M","0.31%"
"09/15/2021","6.44","6.45","6.46","6.44","32.91M","-0.31%"
